Spec Name,Km,K1,K2,K3,L,F,P,Pj,T,dK1geo,iK1geo,dK2geo,iK2geo,dK3geo,iK3geo,dK1pa1,iK1pa1,dK2pa1,iK2pa1,dK3pa1,iK3pa1,dK1te1,iK1te1,dK2te1,iK2te1,dK3te1,iK3te1,f1,dF1-B,iF1-B,dL1-B,iL1-B
NXH53-B,2.36E-04,2.38E-04,2.36E-04,2.33E-04,1.009,1.012,1.021,1.021,0.144,228.5,9,321.6,18.7,114,69.1,230.5,0.9,140.4,3.8,333.6,86.1,320.5,0.9,230.4,3.8,63.6,86.1,3.9,300,24,0,0
NXH53-C,2.33E-04,2.35E-04,2.33E-04,2.30E-04,1.01,1.012,1.022,1.022,0.095,229.4,12.3,323.8,19.3,108.8,66.8,232.6,3.6,142.4,2.8,14.3,85.4,322.6,3.6,232.4,2.8,104.3,85.4,4.6,300,24,0,0
NXH54-A,2.03E-04,2.04E-04,2.03E-04,2.01E-04,1.004,1.011,1.015,1.016,0.499,236.6,1.7,326.9,7.9,134.7,81.9,236.3,4.2,327.4,14.4,130.2,75,326.3,4.2,57.4,14.4,220.2,75,15,125,7,0,0
NXH54-B,2.01E-04,2.02E-04,2.01E-04,1.99E-04,1.006,1.009,1.016,1.016,0.209,49.7,1.7,319.7,0.4,215.9,88.2,229.8,0.1,319.8,7.2,139.3,82.8,319.8,0.1,49.8,7.2,229.3,82.8,7.2,125,7,0,0
NXH54-C,1.98E-04,2.00E-04,1.98E-04,1.97E-04,1.007,1.009,1.015,1.015,0.133,55.4,11.9,325,1.5,228,78,56.6,9.4,325.2,8.1,195.2,77.6,146.6,9.4,55.2,8.1,285.2,77.6,12.4,125,7,0,0
NXH70-A,3.00E-04,3.06E-04,3.01E-04,2.92E-04,1.015,1.03,1.045,1.046,0.323,129.2,12.5,260.2,71.4,36.2,13.6,124.5,28.1,303.3,61.9,34.3,0.5,214.5,28.1,33.3,61.9,124.3,0.5,89.5,346,20,0,0
NXH98-A,1.22E-04,1.23E-04,1.22E-04,1.22E-04,1.003,1.003,1.006,1.006,0.05,228.4,2.4,118.5,83,318.7,6.6,231.5,12.7,358.2,69.3,137.7,16,321.5,12.7,88.2,69.3,227.7,16,74,344,25,0,0
NXH98-B,9.71E-05,9.76E-05,9.70E-05,9.68E-05,1.006,1.002,1.008,1.008,-0.445,65.2,49.2,190.9,26.8,296.6,28.3,41.5,40.1,201.2,48.1,302.8,10.2,131.5,40.1,291.2,48.1,32.8,10.2,79.8,344,25,0,0
NXH98-C,1.24E-04,1.24E-04,1.24E-04,1.24E-04,1.002,1.002,1.004,1.004,-0.083,106.8,41.8,207.1,11.3,309,46,81.6,50.8,213.8,28.7,318.1,24.3,171.6,50.8,303.8,28.7,48.1,24.3,65.7,344,25,0,0
NXH99-A,9.55E-05,9.65E-05,9.52E-05,9.48E-05,1.014,1.004,1.017,1.018,-0.59,43.6,2.4,134.1,11.6,301.9,78.1,223.9,9.6,131,16.4,342.9,70.9,313.9,9.6,221,16.4,72.9,70.9,19.1,21,13,0,0
NXH99-B,9.66E-05,9.75E-05,9.65E-05,9.59E-05,1.011,1.007,1.017,1.018,-0.213,45.4,8.2,314.4,6.8,185.2,79.3,225.2,3.6,315.3,1.5,68.2,86.1,315.2,3.6,45.3,1.5,158.2,86.1,3.9,21,13,0,0
NXH99-C,8.94E-05,9.04E-05,8.93E-05,8.86E-05,1.011,1.008,1.02,1.02,-0.156,49.4,8.3,318.3,7.5,186.6,78.8,229.2,3.2,319.2,1.5,73.9,86.5,319.2,3.2,49.2,1.5,163.9,86.5,3.5,21,13,0,0
NXH101-A,3.21E-04,3.30E-04,3.17E-04,3.14E-04,1.04,1.01,1.05,1.053,-0.602,214,29.6,48.6,59.6,307.6,6.4,213.5,4.6,96.5,79.9,304.2,9,303.5,4.6,186.5,79.9,34.2,9,81,210,25,0,0
NXH101-B,4.04E-04,4.20E-04,3.99E-04,3.95E-04,1.052,1.01,1.063,1.068,-0.661,220.4,28.8,349.1,48.6,114.2,26.9,219.1,4.2,317.4,63,127,26.6,309.1,4.2,47.4,63,217,26.6,63.4,210,25,0,0
NXH101-C,3.48E-04,3.62E-04,3.42E-04,3.40E-04,1.057,1.007,1.064,1.071,-0.781,216,22.5,106.5,38.8,328.5,42.7,35.5,2.4,127.5,40.2,302.7,49.7,125.5,2.4,217.5,40.2,32.7,49.7,40.3,210,25,0,0
NXH105-A,2.84E-04,2.93E-04,2.82E-04,2.75E-04,1.039,1.027,1.067,1.067,-0.182,237.6,26.1,355.3,43.5,127.4,35.2,50,8.2,201.7,80.8,319.4,4.3,140,8.2,291.7,80.8,49.4,4.3,85.7,180,55,0,0
NXH105-B,2.28E-04,2.36E-04,2.27E-04,2.22E-04,1.04,1.02,1.061,1.062,-0.318,236.1,23.5,339,27.2,111.5,52.6,50.9,11,287.7,70.5,144,15.9,140.9,11,17.7,70.5,234,15.9,74.1,180,55,0,0
NXH105-C,2.58E-04,2.67E-04,2.57E-04,2.51E-04,1.039,1.021,1.06,1.061,-0.303,236.7,25.5,348.9,38.3,122.2,41,49.8,9.1,246.5,80.5,140.2,2.7,139.8,9.1,336.5,80.5,230.2,2.7,87.3,180,55,0,0
NXH110-A,9.88E-05,9.94E-05,9.88E-05,9.81E-05,1.005,1.007,1.013,1.013,0.183,16.2,55.6,243.7,24.9,142.8,22.2,171.2,0.2,261.2,2.2,75.5,87.8,261.2,0.2,351.2,2.2,165.5,87.8,2.2,325,67,0,0
NXH110-B,1.29E-04,1.29E-04,1.29E-04,1.27E-04,1.003,1.013,1.017,1.017,0.588,237.4,25.3,59.5,64.7,327.8,0.8,259.3,7.6,352.5,22.6,151.8,66,349.3,7.6,82.5,22.6,241.8,66,24,325,67,0,0
NXH110-C,1.13E-04,1.13E-04,1.13E-04,1.12E-04,1.004,1.004,1.008,1.008,-0.069,27.8,43,255.3,35.9,144.7,25.9,185.6,2.4,95.5,1.7,329.7,87.1,275.6,2.4,185.5,1.7,59.7,87.1,2.9,325,67,0,0
NXH111-A,1.25E-05,1.30E-05,1.24E-05,1.22E-05,1.048,1.018,1.067,1.07,-0.458,19.2,20.2,279.9,23.5,145.5,58.1,199.4,20.5,95.3,33,315.5,49.7,289.4,20.5,185.3,33,45.5,49.7,40.3,320,72,0,0
NXH111-B,1.32E-05,1.35E-05,1.31E-05,1.28E-05,1.03,1.023,1.054,1.054,-0.129,42.7,13.4,312,3.1,209,76.3,215,2.7,118.6,67.4,306.1,22.4,305,2.7,208.6,67.4,36.1,22.4,67.6,320,72,0,0
NXH111-C,1.13E-05,1.16E-05,1.14E-05,1.09E-05,1.017,1.046,1.064,1.066,0.453,45.3,1,315.3,2.6,157.3,87.2,227.6,4.1,126.7,68.9,319.1,20.6,317.6,4.1,216.7,68.9,49.1,20.6,69.4,320,72,0,0
NXH114-A,2.46E-04,2.57E-04,2.41E-04,2.39E-04,1.068,1.007,1.075,1.083,-0.812,55,0.4,325,5.2,148.9,84.8,239.5,16.4,141.7,24.9,359.5,59.6,329.5,16.4,231.7,24.9,89.5,59.6,30.4,355,35,0,0
NXH114-B,2.36E-04,2.46E-04,2.32E-04,2.29E-04,1.061,1.013,1.074,1.079,-0.651,56.5,0.5,146.5,2,313.8,87.9,240.8,15.5,140.7,32.2,352.7,53.4,330.8,15.5,230.7,32.2,82.7,53.4,36.6,355,35,0,0
NXH114-C,2.55E-04,2.66E-04,2.52E-04,2.47E-04,1.057,1.019,1.077,1.08,-0.488,234.6,1,324.8,10.3,139.1,79.7,239.9,17.7,143.2,20,8.3,62.8,329.9,17.7,233.2,20,98.3,62.8,27.2,355,35,0,0
NXH115-A,2.46E-04,2.59E-04,2.40E-04,2.39E-04,1.079,1.002,1.082,1.093,-0.937,216.2,2.3,330.6,84.3,126,5.2,223,27.7,351.4,49.8,117.8,26.6,313,27.7,81.4,49.8,207.8,26.6,63.4,355,35,0,0
NXH115-B,2.31E-04,2.43E-04,2.27E-04,2.25E-04,1.07,1.009,1.079,1.087,-0.773,30.8,1.8,122.2,40.2,298.7,49.7,215.6,26.1,85.7,52.6,318.6,24.8,305.6,26.1,175.7,52.6,48.6,24.8,65.2,355,35,0,0
NXH115-C,2.16E-04,2.26E-04,2.12E-04,2.10E-04,1.069,1.008,1.077,1.085,-0.782,33.8,0.1,123.9,42.1,303.6,47.9,219.4,26.4,84.8,54.7,320.7,21.6,309.4,26.4,174.8,54.7,50.7,21.6,68.4,355,35,0,0
NXH118-A,3.52E-04,3.70E-04,3.52E-04,3.36E-04,1.05,1.047,1.1,1.1,-0.037,46.5,5.8,138.8,21.7,302.4,67.5,229.1,15.8,121.3,47.1,332.1,38.6,319.1,15.8,211.3,47.1,62.1,38.6,51.4,355,35,0,0
NXH118-B,3.41E-04,3.60E-04,3.40E-04,3.24E-04,1.057,1.051,1.111,1.111,-0.051,316.1,14.2,60.3,44.1,212.7,42.4,136.2,13.4,40.3,23.5,253.5,62.6,226.2,13.4,130.3,23.5,343.5,62.6,27.4,355,35,0,0
NXH118-C,3.28E-04,3.45E-04,3.27E-04,3.11E-04,1.055,1.051,1.109,1.109,-0.033,45.7,5.9,138.3,23.9,302.6,65.3,228.2,16.1,119,48.8,330.6,36.7,318.2,16.1,209,48.8,60.6,36.7,53.3,355,35,0,0
NXH149-A,1.14E-05,1.16E-05,1.14E-05,1.11E-05,1.02,1.029,1.049,1.049,0.173,279.3,35,16.5,10.1,120.3,53.2,267.6,38.7,18.8,24.3,132.4,41.5,357.6,38.7,108.8,24.3,222.4,41.5,48.5,170,16,0,0
NXH149-B,2.35E-05,2.37E-05,2.37E-05,2.31E-05,1.001,1.026,1.027,1.03,0.89,223,32.2,343.7,39.1,107.5,34.4,216.7,21.8,341.5,55,115.5,25.9,306.7,21.8,71.5,55,205.5,25.9,64.1,170,16,0,0
NXH149-C,2.53E-05,2.56E-05,2.52E-05,2.52E-05,1.014,1.001,1.016,1.017,-0.842,22.4,5.9,287.5,39.8,119.4,49.6,24.4,19.2,273.6,45.5,130.4,38.2,114.4,19.2,3.6,45.5,220.4,38.2,51.8,170,16,0,0
NXH159-A,3.38E-04,3.55E-04,3.37E-04,3.23E-04,1.053,1.044,1.099,1.099,-0.087,243,2.7,334.8,33.4,148.9,56.4,239,9.4,353.3,68.1,145.6,19.6,329,9.4,83.3,68.1,235.6,19.6,70.4,141,37,0,0
NXH159-B,3.19E-04,3.34E-04,3.18E-04,3.05E-04,1.05,1.043,1.096,1.096,-0.074,242.6,2.6,334.2,32,148.4,57.8,238.7,9.1,350.7,66.9,145.2,21,328.7,9.1,80.7,66.9,235.2,21,69,141,37,0,0
NXH159-C,3.09E-04,3.25E-04,3.08E-04,2.94E-04,1.053,1.048,1.104,1.104,-0.053,243.6,1.7,334.6,30.4,150.7,59.6,240.1,8.9,349.9,65.3,146.3,22.9,330.1,8.9,79.9,65.3,236.3,22.9,67.1,141,37,0,0
NXH159-D,3.29E-04,3.44E-04,3.27E-04,3.14E-04,1.052,1.043,1.097,1.097,-0.092,244.4,1.8,335.5,30.6,151.4,59.4,240.7,9.5,351.9,65.2,146.7,22.7,330.7,9.5,81.9,65.2,236.7,22.7,67.3,141,37,0,0
NXH176-A,2.57E-03,2.69E-03,2.63E-03,2.39E-03,1.023,1.102,1.128,1.136,0.617,204.4,13.8,112.1,9.3,349.3,73.2,200.5,3.3,291.5,15.6,98.8,74,290.5,3.3,21.5,15.6,188.8,74,16,135,27,0,0
NXH176-B,3.66E-03,3.85E-03,3.76E-03,3.37E-03,1.025,1.116,1.144,1.154,0.634,206,14,113.8,8.8,352.6,73.4,201.9,4.1,293.1,16.4,98.1,73.1,291.9,4.1,23.1,16.4,188.1,73.1,16.9,135,27,0,0
NXH176-C,3.82E-03,4.03E-03,3.93E-03,3.49E-03,1.027,1.126,1.156,1.167,0.633,202.1,15.8,109.6,8.8,351.4,71.8,197.7,4.1,288.9,15.6,93.3,73.8,287.7,4.1,18.9,15.6,183.3,73.8,16.2,135,27,0,0
NXH177-A,4.20E-03,4.39E-03,4.23E-03,3.97E-03,1.038,1.066,1.106,1.108,0.265,234.4,42,120.7,24.1,9.9,38.4,210,40.6,301.9,2.2,34.5,49.3,300,40.6,31.9,2.2,124.5,49.3,40.7,135,27,0,0
NXH177-B,3.88E-03,4.07E-03,3.92E-03,3.64E-03,1.038,1.077,1.117,1.119,0.332,235.4,39.9,123.6,24,11.2,40.6,212.5,39.4,304.6,2.5,37.6,50.5,302.5,39.4,34.6,2.5,127.6,50.5,39.5,135,27,0,0
NXH177-C,3.53E-03,3.69E-03,3.56E-03,3.35E-03,1.036,1.064,1.102,1.103,0.267,241.4,40.6,126.4,26.2,13.7,38.1,216.8,42.6,307.3,0.5,37.9,47.4,306.8,42.6,37.3,0.5,127.9,47.4,42.6,135,27,0,0
NXH177-D,3.26E-03,3.42E-03,3.28E-03,3.08E-03,1.044,1.064,1.111,1.112,0.189,237.4,39.7,126.5,23.2,14.4,41.4,214.2,40.1,307.2,3.6,41.4,49.7,304.2,40.1,37.2,3.6,131.4,49.7,40.3,135,27,0,0
NXH178-A,4.02E-03,4.23E-03,4.14E-03,3.70E-03,1.02,1.121,1.144,1.156,0.697,207,23.7,111.8,11.7,357.4,63.3,198.5,13.2,291.6,13.1,64.9,71.2,288.5,13.2,21.6,13.1,154.9,71.2,18.8,135,27,0,0
NXH178-B,4.19E-03,4.40E-03,4.31E-03,3.87E-03,1.021,1.114,1.138,1.149,0.681,215.4,25.6,118.7,13.7,3.2,60.5,204.6,18.4,298.8,12.3,60.6,67.6,294.6,18.4,28.8,12.3,150.6,67.6,22.4,135,27,0,0
NXH179-A,2.12E-03,2.24E-03,2.19E-03,1.93E-03,1.025,1.133,1.161,1.173,0.673,226.2,43.4,112.9,22.7,3.8,38,202.7,38.2,294.7,2.6,27.9,51.7,292.7,38.2,24.7,2.6,117.9,51.7,38.3,135,27,0,0
NXH179-B,3.32E-03,3.50E-03,3.42E-03,3.04E-03,1.023,1.126,1.152,1.164,0.675,109.9,30,236.3,45.8,1.3,29.1,113.4,5.1,208.4,44.5,18.3,45,203.4,5.1,298.4,44.5,108.3,45,45,135,27,0,0
NXH179-C,2.85E-03,2.99E-03,2.93E-03,2.62E-03,1.022,1.116,1.141,1.152,0.665,233.9,43.3,113.4,28.3,2.5,33.5,208.7,41.5,116.1,2.9,22.8,48.4,298.7,41.5,206.1,2.9,112.8,48.4,41.6,135,27,0,0
NXH179-D,2.36E-03,2.48E-03,2.43E-03,2.17E-03,1.02,1.119,1.141,1.153,0.697,106.7,27.3,240.5,53.3,4.4,22.6,110.1,3,203.9,51.9,17.7,37.9,200.1,3,293.9,51.9,107.7,37.9,52.1,135,27,0,0
NXH180-A,3.17E-03,3.34E-03,3.23E-03,2.93E-03,1.036,1.102,1.141,1.147,0.471,225.7,50,105.2,23.1,0.5,30.6,197.1,43.3,287.8,0.7,18.5,46.7,287.1,43.3,17.8,0.7,108.5,46.7,43.3,135,27,0,0
NXH180-B,3.18E-03,3.36E-03,3.24E-03,2.95E-03,1.036,1.101,1.141,1.146,0.457,216.8,54.1,107.2,13.6,8.3,32.5,187.7,43.1,287.6,10.4,28.2,45,277.7,43.1,17.6,10.4,118.2,45,45,135,27,0,0
NXH181-A,3.98E-03,4.20E-03,4.06E-03,3.67E-03,1.035,1.106,1.145,1.151,0.489,225.1,43.7,95.3,33.8,344.9,27.5,201.6,38,102.2,11.8,358,49.5,291.6,38,192.2,11.8,88,49.5,40.5,135,27,0,0
NXH181-B,4.02E-03,4.25E-03,4.11E-03,3.70E-03,1.036,1.109,1.149,1.155,0.491,226.8,45.8,96.7,32.1,348.2,26.8,201.3,40.5,102.8,9.9,1.7,47.8,291.3,40.5,192.8,9.9,91.7,47.8,42.2,135,27,0,0
NXH181-C,3.74E-03,3.96E-03,3.83E-03,3.43E-03,1.035,1.116,1.155,1.163,0.527,225.7,45.2,99,30.7,349.8,29,201,39.5,104.3,8,4.9,49.3,291,39.5,194.3,8,94.9,49.3,40.7,135,27,0,0
NXH182-A,4.11E-03,4.35E-03,4.14E-03,3.84E-03,1.052,1.077,1.133,1.134,0.189,239.2,5.4,147.3,19.9,343.7,69.4,235.3,11.2,326.6,6.6,86.4,76.9,325.3,11.2,56.6,6.6,176.4,76.9,13.1,135,27,0,0
NXH182-B,3.92E-03,4.15E-03,3.95E-03,3.66E-03,1.051,1.079,1.134,1.135,0.208,239.6,5.1,147.8,19.9,343.5,69.4,235.8,11.2,327.1,6.5,86.5,77,325.8,11.2,57.1,6.5,176.5,77,13,135,27,0,0
NXH182-C,3.62E-03,3.84E-03,3.65E-03,3.36E-03,1.052,1.085,1.142,1.144,0.233,239.2,5.7,146.8,23.1,342.3,66.2,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH184-A,3.53E-03,3.78E-03,3.54E-03,3.27E-03,1.066,1.084,1.155,1.155,0.114,181.7,22,85.5,15,323.8,62.9,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH185-A,2.67E-03,2.84E-03,2.70E-03,2.47E-03,1.053,1.091,1.149,1.151,0.253,186.1,18.9,90.8,15.2,324.5,65.4,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH185-B,2.33E-03,2.47E-03,2.34E-03,2.17E-03,1.056,1.078,1.138,1.138,0.161,186.6,15.6,91.1,18.8,313.9,65.2,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH185-C,2.41E-03,2.57E-03,2.44E-03,2.23E-03,1.055,1.092,1.152,1.154,0.247,188.8,21,92,17.1,325.9,62.4,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH186-A,3.06E-03,3.29E-03,3.07E-03,2.82E-03,1.072,1.087,1.165,1.165,0.096,222.3,44.8,111.4,19.8,4.7,38.6,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH187-A,2.55E-03,2.72E-03,2.59E-03,2.34E-03,1.05,1.107,1.163,1.166,0.347,258.5,21,160.3,20.5,30.2,59.9,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH187-B,2.38E-03,2.55E-03,2.42E-03,2.19E-03,1.055,1.105,1.165,1.168,0.304,260.4,20.4,163.1,18.9,33.8,61.6,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH187-C,2.08E-03,2.22E-03,2.11E-03,1.90E-03,1.055,1.107,1.167,1.17,0.31,261.2,20.2,164.2,18.4,35.3,62.1,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH187-D,2.01E-03,2.15E-03,2.05E-03,1.85E-03,1.051,1.108,1.165,1.169,0.347,261,20,163.6,19.6,32.7,61.4,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH188-A,2.62E-03,2.78E-03,2.64E-03,2.44E-03,1.05,1.084,1.139,1.14,0.242,252.8,20.9,148.4,33.2,9.1,49.2,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH188-B,2.72E-03,2.89E-03,2.73E-03,2.53E-03,1.057,1.079,1.14,1.14,0.155,252.9,19.2,150.9,30.7,10,52.6,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH188-C,2.75E-03,2.92E-03,2.77E-03,2.56E-03,1.054,1.082,1.141,1.142,0.202,250.9,18.6,149.1,31.1,7,52.6,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH189-A,2.49E-03,2.65E-03,2.53E-03,2.30E-03,1.048,1.1,1.153,1.156,0.342,251.4,13.4,156.6,19.5,13.9,66,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH189-B,1.61E-03,1.71E-03,1.64E-03,1.48E-03,1.043,1.11,1.158,1.163,0.422,250.4,11,157.1,16.1,13.2,70.3,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH190-A,2.68E-03,2.84E-03,2.78E-03,2.41E-03,1.022,1.155,1.18,1.198,0.742,246.8,39.3,340.7,4.7,76.3,50.3,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH190-B,2.61E-03,2.80E-03,2.70E-03,2.33E-03,1.035,1.159,1.2,1.213,0.618,243.2,35.1,336.6,4.9,73.6,54.5,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH190-C,2.57E-03,2.75E-03,2.67E-03,2.31E-03,1.031,1.157,1.193,1.208,0.651,248.3,30,338.8,0.8,70.1,60,235.2,11.5,325.9,3.4,72.3,78,325.2,11.5,55.9,3.4,162.3,78,12,135,27,0,0
NXH68-A,2.20E-04,2.25E-04,2.21E-04,2.15E-04,1.018,1.03,1.048,1.049,0.255,43.3,3.7,308.5,52.6,136.1,37.1,227.6,24.1,330.5,26.5,101.6,52.8,317.6,24.1,60.5,26.5,191.6,52.8,37.2,5,36,0,0
NXH68-B,2.24E-04,2.29E-04,2.25E-04,2.18E-04,1.017,1.03,1.048,1.049,0.265,222.8,0.9,314,52,132,38,229.2,28.5,333.3,24.2,97,51,319.2,28.5,63.3,24.2,187,51,39,5,36,0,0
NXH68-C,2.16E-04,2.21E-04,2.17E-04,2.09E-04,1.018,1.036,1.054,1.055,0.335,40.3,7,301.7,50.8,135.9,38.4,223.3,22.2,325.5,27.3,99.8,53.5,313.3,22.2,55.5,27.3,189.8,53.5,36.5,5,36,0,0
NXH71-A,2.72E-04,2.79E-04,2.76E-04,2.62E-04,1.012,1.05,1.063,1.066,0.602,50.5,4,309,70.8,141.9,18.8,230.6,4.7,326.8,52.9,137.1,36.7,320.6,4.7,56.8,52.9,227.1,36.7,53.3,346,20,0,0
NXH71-B,2.62E-04,2.68E-04,2.65E-04,2.52E-04,1.011,1.051,1.063,1.068,0.638,233.4,7.4,344.9,70.4,141,18,237.1,14.6,345.4,50.4,136.3,35.8,327.1,14.6,75.4,50.4,226.3,35.8,54.2,346,20,0,0
NXH71-C,2.59E-04,2.66E-04,2.63E-04,2.50E-04,1.011,1.052,1.064,1.069,0.635,232.7,4.8,336.6,70.7,141,18.7,235.5,12.4,341.1,50.8,136.2,36.5,325.5,12.4,71.1,50.8,226.2,36.5,53.5,346,20,0,0
NXH71-D,2.74E-04,2.81E-04,2.77E-04,2.64E-04,1.011,1.053,1.065,1.069,0.64,232.5,4.6,335.5,70.4,140.9,19,235.2,12.2,340.5,50.6,135.9,36.8,325.2,12.2,70.5,50.6,225.9,36.8,53.2,346,20,0,0
NXH78-A,2.27E-04,2.33E-04,2.29E-04,2.19E-04,1.019,1.044,1.064,1.066,0.403,28.9,4.2,298.2,9.5,142.6,79.6,28.6,20.2,295.8,7.6,186.3,68.3,118.6,20.2,25.8,7.6,276.3,68.3,21.7,214,16,0,0
NXH78-B,2.25E-04,2.32E-04,2.26E-04,2.17E-04,1.025,1.043,1.069,1.07,0.251,34.4,6.3,303.5,7.8,163.1,80,34.4,22.3,301.4,7.3,194.3,66.4,124.4,22.3,31.4,7.3,284.3,66.4,23.6,214,16,0,0
NXH79-A,2.61E-04,2.71E-04,2.64E-04,2.47E-04,1.025,1.072,1.099,1.103,0.473,230.8,9.1,137.8,18.2,346.3,69.5,227,3.6,317.9,15.3,124.1,74.2,317,3.6,47.9,15.3,214.1,74.2,15.8,148,34,0,0
NXH79-B,2.36E-04,2.45E-04,2.39E-04,2.23E-04,1.025,1.071,1.099,1.102,0.468,230.6,10.2,137.5,16.9,350.5,70.1,226.2,4.4,317.5,16.6,121.8,72.8,316.2,4.4,47.5,16.6,211.8,72.8,17.2,148,34,0,0
NXH87-A,2.53E-04,2.62E-04,2.58E-04,2.39E-04,1.015,1.083,1.099,1.107,0.69,221.3,0.2,131.1,37.7,311.6,52.3,41.3,0.2,131.3,1.7,304,88.2,131.3,0.2,221.3,1.7,34,88.2,1.8,132,36,0,0
NXH87-B,2.52E-04,2.60E-04,2.56E-04,2.39E-04,1.016,1.072,1.089,1.095,0.638,45.2,1.5,136.3,36,313.1,53.9,225.5,0.7,135.5,0.1,36.2,89.3,315.5,0.7,225.5,0.1,126.2,89.3,0.7,132,36,0,0
NXH87-C,2.83E-04,2.93E-04,2.89E-04,2.68E-04,1.013,1.081,1.095,1.103,0.72,217,2.6,125.2,34.3,310.8,55.6,36.4,0.9,306.4,1.5,155.7,88.2,126.4,0.9,36.4,1.5,245.7,88.2,1.8,132,36,0,0
NXH87-D,2.71E-04,2.81E-04,2.77E-04,2.57E-04,1.014,1.079,1.094,1.102,0.688,218.9,0.2,128.8,35.2,309.3,54.8,39.4,1.6,309.4,0.7,194.4,88.2,129.4,1.6,39.4,0.7,284.4,88.2,1.8,132,36,0,0
NXH88-A,1.98E-04,2.03E-04,2.01E-04,1.90E-04,1.014,1.055,1.07,1.074,0.586,48,24.2,157.6,36.7,292.7,43.6,60.3,15.6,151.9,5.6,261,73.4,150.3,15.6,241.9,5.6,351,73.4,16.6,130,34,0,0
NXH88-B,2.03E-04,2.09E-04,2.06E-04,1.95E-04,1.014,1.058,1.073,1.078,0.603,54.2,26.1,162.3,32.4,293.6,46.1,66.2,14,156.9,2.6,257.2,75.8,156.2,14,246.9,2.6,347.2,75.8,14.2,130,34,0,0
NXH88-C,2.10E-04,2.16E-04,2.13E-04,2.01E-04,1.014,1.058,1.072,1.077,0.609,48.3,22.5,156.1,36.4,293.7,45.1,59.5,14.1,150.8,5,259.8,75,149.5,14.1,240.8,5,349.8,75,15,130,34,0,0
NXH119-A,4.45E-04,4.63E-04,4.54E-04,4.18E-04,1.021,1.084,1.107,1.113,0.585,34.6,30.7,130.9,10.6,237.7,57.1,28.2,2.2,119.7,33.7,294.9,56.2,118.2,2.2,209.7,33.7,24.9,56.2,33.8,355,35,0,0
NXH119-B,3.66E-04,3.83E-04,3.70E-04,3.45E-04,1.036,1.073,1.112,1.114,0.333,35.1,14.6,129.7,17.3,267.2,67.1,214.7,12.7,114.2,39,319.2,48.2,304.7,12.7,204.2,39,49.2,48.2,41.8,355,35,0,0
NXH119-C,5.67E-04,5.82E-04,5.71E-04,5.49E-04,1.02,1.039,1.06,1.061,0.328,17.7,4.8,109.4,19.4,274.3,70,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH191-A,2.74E-04,2.93E-04,2.79E-04,2.51E-04,1.049,1.111,1.165,1.169,0.378,244.1,22.8,153,2.7,56.6,67.1,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH191-B,2.48E-04,2.65E-04,2.54E-04,2.26E-04,1.046,1.121,1.172,1.178,0.438,244.4,19.6,334.7,0.8,67,70.3,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
NXH192-A,2.74E-04,2.92E-04,2.83E-04,2.47E-04,1.033,1.144,1.182,1.194,0.611,228.7,27.9,111.6,40.7,341.9,36.7,200.6,27.3,93.5,29.7,325,47.5,290.6,27.3,183.5,29.7,55,47.5,42.5,355,35,0,0
